 #, Operadora, Simcard, IMEI, Mensalidade, Credito, Consumo 60 dias, Data Ativacao, IP, ICCID, Saldo, Consumo, Ultima Conexao, Status
253,VIVO,'5511956897016,/ 864893031975960,5.1,0,40,21/1/2019,10.144.223.25,'89551080137014171614,3.787.332,2.11,5/8/2019 21:31,Ativo
254,VIVO,'5511956896986,/ 864893031975410,5.1,0,40,21/1/2019,10.146.166.132,'89551080137014171606,3.682.986,3.17,5/8/2019 16:30,Ativo
255,VIVO,'5511956896935,/ 355126076483770,5.1,0,40,23/1/2019,10.144.105.16,'89551080137014171598,3.800.485,1.99,5/8/2019 21:00,Ativo
256,VIVO,'5511956896820,/ 864893031833790,5.1,0,40,23/1/2019,10.146.173.139,'89551080137014171580,3.678.221,3.21,5/8/2019 17:12,Ativo
257,VIVO,'5511956896801,,5.1,0,40,18/3/2019,10.146.89.249,'89551080137014171572,40,0,15/1/2019 18:44,Ativo
258,VIVO,'5511956896626,/ 864893031832680,5.1,0,40,24/1/2019,10.146.227.15,'89551080137014171564,3.968.605,0.31,5/8/2019 21:11,Ativo
259,VIVO,'5511956896564,/ 355126074630380,5.1,0,40,25/1/2019,10.146.34.117,'89551080137014171556,3.683.086,3.15,5/8/2019 21:00,Ativo
260,VIVO,'5511956896446,,5.1,0,40,18/3/2019,10.144.198.180,'89551080137014171549,40,0,15/1/2019 18:44,Ativo
261,VIVO,'5511956896417,,5.1,0,40,18/3/2019,10.146.107.47,'89551080137014171523,40,0,15/1/2019 18:52,Ativo
262,VIVO,'5511956896302,/ 355126073675450,5.1,0,40,29/1/2019,10.146.241.206,'89551080137014171515,3.798.086,2.02,5/8/2019 21:00,Ativo
263,VIVO,'5511956896198,/ 355126072278820,5.1,0,40,5/2/2019,10.144.126.63,'89551080137014171507,3.801.355,1.99,5/8/2019 21:08,Ativo
264,VIVO,'5511956884276,/ 355126071072400,5.1,0,40,22/2/2019,10.146.185.63,'89551080137013985709,3.999.479,0.01,5/8/2019 17:40,Ativo
265,VIVO,'5511956884241,,5.1,0,40,18/3/2019,10.146.63.6,'89551080137013985691,40,0,16/1/2019 17:04,Ativo
266,VIVO,'5511956884122,/ 355126078357750,5.1,0,40,27/2/2019,10.146.148.163,'89551080137013985683,3.795.578,2.04,5/8/2019 21:00,Ativo
267,VIVO,'5511956884104,/ 355126072932310,5.1,0,40,27/2/2019,10.146.22.100,'89551080137013985675,3.907.214,0.93,5/8/2019 20:00,Ativo
268,VIVO,'5511956884099,,5.1,0,40,18/3/2019,10.144.223.161,'89551080137013985667,40,0,16/1/2019 17:14,Ativo
269,VIVO,'5511956884098,,5.1,0,40,18/3/2019,10.145.255.132,'89551080137013985659,40,0,16/1/2019 17:30,Ativo
270,VIVO,'5511956884073,/ 864893031834630,5.1,0,40,22/1/2019,10.146.118.123,'89551080137013985642,36.109,3.89,5/8/2019 17:01,Ativo
271,VIVO,'5511956883972,,5.1,0,40,18/3/2019,10.146.48.146,'89551080137013985634,40,0,16/1/2019 17:10,Ativo
272,VIVO,'5511956883852,/ 864893031978580,5.1,0,40,21/1/2019,10.144.40.176,'89551080137013985626,3.760.493,2.37,5/8/2019 17:31,Ativo
273,VIVO,'5511956883683,/ 864893031832250,5.1,0,40,22/1/2019,10.146.99.29,'89551080137013985618,40,0,29/7/2019 09:25,Ativo
274,VIVO,'5511956883656,/ 864893031976390,5.1,0,40,19/1/2019,10.144.200.94,'89551080137013985600,35.313,4.68,5/8/2019 17:00,Ativo
275,VIVO,'5511956883470,/ 864893031835470,5.1,0,40,22/1/2019,10.146.96.211,'89551080137013985592,3.765.401,2.33,5/8/2019 14:39,Ativo
276,VIVO,'5511956883467,/ 358511020025690,5.1,0,40,23/1/2019,10.146.90.118,'89551080137013985584,3.876.549,1.23,5/8/2019 16:44,Ativo
277,VIVO,'5511956883199,,5.1,0,40,18/3/2019,10.146.191.193,'89551080137013985576,40,0,16/1/2019 17:36,Ativo
278,VIVO,'5511956883190,/ 865205030587740,5.1,0,40,23/1/2019,10.144.249.1,'89551080137013985568,3.790.791,2.08,5/8/2019 06:36,Ativo
279,VIVO,'5511956883139,/ 864180033417860,5.1,0,40,23/1/2019,10.144.244.143,'89551080137013985550,3.757.583,2.4,5/8/2019 21:08,Ativo
280,VIVO,'5511956882869,/ 355126071258200,5.1,0,40,13/2/2019,10.146.17.38,'89551080137013985543,40,0,3/7/2019 00:12,Ativo
281,VIVO,'5511956882857,/ 355126073131480,5.1,0,40,6/2/2019,10.146.240.103,'89551080137013985535,3.798.763,2.01,5/8/2019 21:00,Ativo
282,VIVO,'5511956882856,/ 355126071892420,5.1,0,40,25/2/2019,10.144.59.163,'89551080137013985527,395.224,0.47,3/8/2019 09:26,Ativo
283,VIVO,'5511956882805,,5.1,0,40,18/3/2019,10.146.50.112,'89551080137013985519,40,0,16/1/2019 17:30,Ativo
284,VIVO,'5511956874408,/ 864893031715940,5.1,0,40,14/2/2019,10.145.83.105,'89551080137014064637,3.606.808,3.93,5/8/2019 14:54,Ativo
285,VIVO,'5511956873224,/ 864893031979860,5.1,0,40,9/2/2019,10.146.177.53,'89551080137013984702,3.743.882,2.54,5/8/2019 20:03,Ativo
286,VIVO,'5511956872855,/ 864893031837310,5.1,0,40,9/2/2019,10.146.47.254,'89551080137013984694,3.731.097,2.67,5/8/2019 15:37,Ativo
287,VIVO,'5511956872845,/ 864893031551470,5.1,0,40,16/3/2019,10.144.227.179,'89551080137013984686,365.167,3.47,5/8/2019 14:47,Ativo
288,VIVO,'5511956872774,/ 864893031859480,5.1,0,40,9/2/2019,10.146.113.192,'89551080137013984678,3.552.676,4.47,5/8/2019 14:08,Ativo
289,VIVO,'5511956872633,/ 864893031715300,5.1,0,40,14/2/2019,10.145.9.122,'89551080137014064330,3.939.095,0.6,3/8/2019 18:03,Ativo
290,VIVO,'5511956872616,/ 864893031834030,5.1,0,40,9/2/2019,10.144.250.213,'89551080137013984660,3.826.434,1.71,5/8/2019 19:13,Ativo
291,VIVO,'5511956872383,/ 864893031552390,5.1,0,40,18/3/2019,10.146.51.65,'89551080137013984652,3.700.882,2.97,5/8/2019 20:08,Ativo
292,VIVO,'5511956872149,/ 864893031978170,5.1,0,40,9/2/2019,10.146.229.124,'89551080137013984645,3.843.105,1.55,5/8/2019 15:33,Ativo
293,VIVO,'5511956872053,/ 864893031833550,5.1,0,40,9/2/2019,10.146.208.135,'89551080137013984637,3.805.963,1.94,5/8/2019 15:10,Ativo
294,VIVO,'5511956871808,/ 864893031859340,5.1,0,40,9/2/2019,10.146.225.167,'89551080137013984629,3.749.138,2.49,5/8/2019 19:28,Ativo
295,VIVO,'5511956871581,/ 864893031897610,5.1,0,40,9/2/2019,10.144.232.233,'89551080137013984611,3.840.824,1.59,5/8/2019 17:05,Ativo
296,VIVO,'5511956871522,/ 864893032359460,5.1,0,40,30/1/2019,10.144.133.184,'89551080137013984603,3.551.767,4.48,5/8/2019 17:20,Ativo
297,VIVO,'5511956871401,/ 864180033774130,5.1,0,40,30/1/2019,10.144.103.253,'89551080137013984595,3.853.778,1.44,5/8/2019 16:29,Ativo
298,VIVO,'5511956871350,/ 355126078172300,5.1,0,40,5/2/2019,10.146.166.171,'89551080137013984587,3.683.778,3.14,5/8/2019 16:00,Ativo
299,VIVO,'5511956871230,/ 355371022395380,5.1,0,40,3/2/2019,10.146.247.117,'89551080137013984579,3.586.372,4.14,5/8/2019 21:23,Ativo
300,VIVO,'5511956870342,,5.1,0,40,18/3/2019,10.146.32.122,'89551080137013984561,40,0,16/1/2019 17:07,Ativo
301,VIVO,'5511956870075,/ 355371026483990,5.1,0,40,9/3/2019,10.146.129.229,'89551080137013984553,3.818.213,1.82,5/8/2019 18:51,Ativo
302,VIVO,'5511956869821,/ 864893031717690,5.1,0,40,14/2/2019,10.144.102.214,'89551080137014063662,3.705.626,2.93,5/8/2019 20:25,Ativo
303,VIVO,'5511956869813,/ 355126072395040,5.1,0,40,30/1/2019,10.146.233.19,'89551080137013984546,3.795.594,2.04,5/8/2019 21:00,Ativo
304,VIVO,'5511956869665,/ 864893031716350,5.1,0,40,14/2/2019,10.144.86.76,'89551080137014063647,3.822.269,1.76,5/8/2019 18:03,Ativo
305,VIVO,'5511956867868,/ 864893031313520,5.1,0,40,14/2/2019,10.148.5.196,'89551080137014063506,3.553.515,4.46,5/8/2019 17:51,Ativo
306,VIVO,'5511956867793,/ 864893031715850,5.1,0,40,14/2/2019,10.144.170.120,'89551080137014063498,3.565.364,4.34,5/8/2019 20:13,Ativo
307,VIVO,'5511956865382,/ 355126078428350,5.1,0,40,30/1/2019,10.146.78.136,'89551080137013984538,3.842.662,1.57,5/8/2019 21:08,Ativo
308,VIVO,'5511956862326,/ 864180033751770,5.1,0,40,30/1/2019,10.146.150.236,'89551080137013984520,3.934.705,0.65,5/8/2019 21:16,Ativo
309,VIVO,'5511956858240,/ 864180033792130,5.1,0,40,30/1/2019,10.146.255.108,'89551080137013984504,3.814.656,1.83,5/8/2019 19:00,Ativo
310,VIVO,'5511956857730,/ 864893031717480,5.1,0,40,14/2/2019,10.146.38.188,'89551080137014062755,3.659.519,3.39,5/8/2019 16:55,Ativo
311,VIVO,'5511956855824,/ 864893032367250,5.1,0,40,26/1/2019,10.146.20.191,'89551080137013984488,3.827.759,1.7,5/8/2019 14:19,Ativo
312,VIVO,'5511956855758,/ 864893032358950,5.1,0,40,26/1/2019,10.146.20.68,'89551080137013984470,3.583.966,4.16,5/8/2019 18:20,Ativo
313,VIVO,'5511956855663,/ 864893032360650,5.1,0,40,26/1/2019,10.146.148.67,'89551080137013984462,3.698.614,3,5/8/2019 20:39,Ativo
314,VIVO,'5511956855548,/ 864893032362610,5.1,0,40,26/1/2019,10.144.172.242,'89551080137013984454,3.858.121,1.39,5/8/2019 15:58,Ativo
315,VIVO,'5511956855391,/ 864893032360660,5.1,0,40,30/1/2019,10.144.235.167,'89551080137013984447,3.648.973,3.51,5/8/2019 15:56,Ativo
316,VIVO,'5511956855356,/ 864893032364920,5.1,0,40,26/1/2019,10.146.62.67,'89551080137013984439,3.951.462,0.48,5/8/2019 19:44,Ativo
317,VIVO,'5511956854791,/ 864893032359640,5.1,0,40,30/1/2019,10.146.30.36,'89551080137013984421,3.784.995,2.13,5/8/2019 17:32,Ativo
318,VIVO,'5511956854739,/ 864893032363660,5.1,0,40,30/1/2019,10.145.54.82,'89551080137013984413,3.965.052,0.35,5/8/2019 18:56,Ativo
319,VIVO,'5511956854720,/ 864893032364210,5.1,0,40,30/1/2019,10.145.216.105,'89551080137013984405,3.979.945,0.2,5/8/2019 20:01,Ativo
320,VIVO,'5511956854712,/ 864893032332740,5.1,0,40,26/1/2019,10.144.244.217,'89551080137013984397,3.824.648,1.75,5/8/2019 21:26,Ativo
321,VIVO,'5511956854633,/ 864893032332620,5.1,0,40,26/1/2019,10.146.194.191,'89551080137013984389,3.547.728,4.52,5/8/2019 19:28,Ativo
322,VIVO,'5511956854421,/ 864893032361220,5.1,0,40,26/1/2019,10.146.88.254,'89551080137013984371,3.762.663,2.35,5/8/2019 15:16,Ativo
323,VIVO,'5511956854296,/ 864893032361190,5.1,0,40,30/1/2019,10.146.69.226,'89551080137013984355,386.198,1.36,5/8/2019 16:57,Ativo
324,VIVO,'5511956854264,/ 864893032332520,5.1,0,40,30/1/2019,10.145.36.81,'89551080137013984348,3.562.054,4.37,5/8/2019 19:04,Ativo
325,VIVO,'5511956853906,/ 864893032360630,5.1,0,40,30/1/2019,10.146.203.143,'89551080137013984330,3.790.882,2.07,5/8/2019 15:36,Ativo
326,VIVO,'5511956853825,/ 864893032358620,5.1,0,40,30/1/2019,10.146.152.248,'89551080137013984322,3.846.599,1.51,5/8/2019 15:12,Ativo
327,VIVO,'5511956853820,/ 864893032358330,5.1,0,40,30/1/2019,10.144.115.184,'89551080137013984314,3.833.022,1.66,5/8/2019 21:04,Ativo
328,VIVO,'5511956853691,/ 868683029179860,5.1,0,40,13/2/2019,10.144.223.139,'89551080137013984306,3.938.153,0.61,5/8/2019 14:48,Ativo
329,VIVO,'5511956853512,/ 865205030590220,5.1,0,40,8/2/2019,10.146.90.127,'89551080137013984298,3.786.552,2.12,5/8/2019 09:24,Ativo
330,VIVO,'5511956853484,,5.1,0,40,18/3/2019,10.145.88.72,'89551080137013984280,40,0,16/1/2019 17:34,Ativo
331,VIVO,'5511956853458,/ 355126072021160,5.1,0,40,9/2/2019,10.145.41.151,'89551080137013984272,3.850.114,1.49,5/8/2019 10:27,Ativo
332,VIVO,'5511956853429,,5.1,0,40,18/3/2019,10.144.226.207,'89551080137013984264,40,0,16/1/2019 17:01,Ativo
333,VIVO,'5511956853342,/ 355126078944010,5.1,0,40,11/2/2019,10.145.75.95,'89551080137013984256,3.803.915,1.96,5/8/2019 21:01,Ativo
334,VIVO,'5511956853182,,5.1,0,40,18/3/2019,10.144.133.30,'89551080137013984249,40,0,16/1/2019 17:07,Ativo
335,VIVO,'5511956853036,,5.1,0,40,18/3/2019,10.146.150.157,'89551080137013984231,40,0,16/1/2019 17:35,Ativo
336,VIVO,'5511956852979,/ 355126076574560,5.1,0,40,9/2/2019,10.146.250.45,'89551080137013984223,3.997.392,0.03,5/8/2019 00:08,Ativo
337,VIVO,'5511956852899,/ 355126070725460,5.1,0,40,9/2/2019,10.146.195.35,'89551080137013984215,3.822.221,1.78,5/8/2019 21:01,Ativo
338,VIVO,'5511956852672,,5.1,0,40,18/3/2019,10.146.34.90,'89551080137013984207,40,0,16/1/2019 17:41,Ativo
339,VIVO,'5511956852519,/ 355126074414940,5.1,0,40,11/2/2019,10.144.219.211,'89551080137013984199,3.818.477,1.82,5/8/2019 21:30,Ativo
340,VIVO,'5511956852403,/ 355126074649500,5.1,0,40,11/2/2019,10.146.120.185,'89551080137013984181,3.790.011,2.1,5/8/2019 21:00,Ativo
341,VIVO,'5511956852127,/ 865205033857760,5.1,0,40,11/2/2019,10.146.225.144,'89551080137013984173,40,0,11/2/2019 14:39,Ativo
342,VIVO,'5511956852077,/ 355126078325510,5.1,0,40,8/3/2019,10.144.206.196,'89551080137013984165,3.802.658,1.97,5/8/2019 21:01,Ativo
343,VIVO,'5511956851582,/ 864893033570360,5.1,0,40,18/3/2019,10.144.202.105,'89551080137013984157,3.995.894,0.04,5/8/2019 19:07,Ativo
344,VIVO,'5511956851066,/ 865205030587350,5.1,0,40,12/2/2019,10.146.47.92,'89551080137013984140,3.785.359,2.14,5/8/2019 03:06,Ativo
345,VIVO,'5511956851028,/ 355126077162230,5.1,0,40,13/2/2019,10.144.215.77,'89551080137013984132,3.800.999,1.99,5/8/2019 21:00,Ativo
346,VIVO,'5511956850788,/ 355126073631290,5.1,0,40,5/2/2019,10.146.79.145,'89551080137013984124,40,0,12/6/2019 20:11,Ativo
347,VIVO,'5511956850552,/ 358511020025680,5.1,0,40,13/2/2019,10.144.253.117,'89551080137013984116,386.577,1.34,5/8/2019 17:47,Ativo
348,VIVO,'5511956850511,/ 865205030590330,5.1,0,40,18/3/2019,10.144.246.251,'89551080137013984108,3.870.194,1.29,5/8/2019 19:22,Ativo
349,VIVO,'5511956850349,/ 355126079931230,5.1,0,40,13/2/2019,10.146.131.80,'89551080137013984090,40,0,13/2/2019 08:00,Ativo
350,VIVO,'5511956849832,/ 358511020015570,5.1,0,40,13/2/2019,10.144.248.250,'89551080137013984082,3.988.154,0.12,5/8/2019 15:12,Ativo
351,VIVO,'5511956849763,,5.1,0,40,18/3/2019,10.144.189.42,'89551080137013984074,40,0,16/1/2019 17:37,Ativo
352,VIVO,'5511956849505,,5.1,0,40,18/3/2019,10.145.171.87,'89551080137013984066,40,0,16/1/2019 17:02,Ativo
353,VIVO,'5511956849486,/ 864180033787910,5.1,0,40,19/2/2019,10.146.40.167,'89551080137013984058,3.855.755,1.44,5/8/2019 20:08,Ativo
354,VIVO,'5511956849485,,5.1,0,40,18/3/2019,10.146.140.55,'89551080137013984041,40,0,16/1/2019 17:23,Ativo
355,VIVO,'5511956849219,/ 864180033786590,5.1,0,40,19/2/2019,10.146.55.15,'89551080137013984033,3.741.939,2.57,5/8/2019 21:06,Ativo
356,VIVO,'5511956849165,/ 356429070223390,5.1,0,40,13/2/2019,10.144.183.220,'89551080137013984025,3.605.238,3.95,5/8/2019 21:31,Ativo
357,VIVO,'5511956848983,/ 868683029190740,5.1,0,40,13/2/2019,10.144.207.87,'89551080137013984017,3.861.751,1.38,5/8/2019 17:01,Ativo
358,VIVO,'5511956848819,/ 355126070433570,5.1,0,40,6/2/2019,10.146.142.185,'89551080137013984009,3.701.347,2.97,5/8/2019 21:00,Ativo
359,VIVO,'5511956848738,/ 355126073986630,5.1,0,40,6/2/2019,10.146.128.242,'89551080137013983993,3.981.004,0.19,5/8/2019 21:05,Ativo
360,VIVO,'5511956848565,,5.1,0,40,18/3/2019,10.144.176.145,'89551080137013983985,40,0,16/1/2019 17:16,Ativo
361,VIVO,'5511956848275,/ 355126075748780,5.1,0,40,6/2/2019,10.144.171.170,'89551080137013983977,3.804.297,1.96,5/8/2019 21:00,Ativo
362,VIVO,'5511956848272,,5.1,0,40,18/3/2019,10.146.179.159,'89551080137013983969,40,0,16/1/2019 17:35,Ativo
363,VIVO,'5511956848216,,5.1,0,40,18/3/2019,10.146.169.181,'89551080137013983951,40,0,16/1/2019 17:41,Ativo
364,VIVO,'5511956848191,,5.1,0,40,18/3/2019,10.146.48.213,'89551080137013983944,40,0,16/1/2019 17:09,Ativo
365,VIVO,'5511956848176,/ 357207054385570,5.1,0,40,6/2/2019,10.146.154.234,'89551080137013983936,3.984.251,0.16,5/8/2019 21:18,Ativo
366,VIVO,'5511956848137,,5.1,0,40,18/3/2019,10.146.182.63,'89551080137013983928,40,0,16/1/2019 17:07,Ativo
367,VIVO,'5511956847901,,5.1,0,40,18/3/2019,10.146.205.170,'89551080137013983910,40,0,16/1/2019 17:01,Ativo
368,VIVO,'5511956847895,/ 864893031858940,5.1,0,40,9/2/2019,10.146.61.87,'89551080137013983902,373.709,2.61,5/8/2019 17:07,Ativo
369,VIVO,'5511956847860,/ 355371029337150,5.1,0,40,21/2/2019,10.146.182.62,'89551080137013983894,3.903.595,0.96,5/8/2019 19:47,Ativo
370,VIVO,'5511956847443,/ 358511020025700,5.1,0,40,15/2/2019,10.146.104.70,'89551080137013983886,3.880.024,1.2,4/8/2019 10:53,Ativo
371,VIVO,'5511956847426,/ 864893031725000,5.1,0,40,13/2/2019,10.146.201.12,'89551080137013983878,393.942,0.61,5/8/2019 18:49,Ativo
372,VIVO,'5511956847389,/ 865205030588000,5.1,0,40,15/2/2019,10.144.149.81,'89551080137013983860,3.778.284,2.21,5/8/2019 15:23,Ativo
373,VIVO,'5511956847254,/ 355126079857910,5.1,0,40,15/2/2019,10.146.207.203,'89551080137013983852,3.815.899,1.84,5/8/2019 16:00,Ativo
374,VIVO,'5511956847184,/ 355126075872440,5.1,0,40,16/2/2019,10.146.161.52,'89551080137013983845,3.789.187,2.11,5/8/2019 21:00,Ativo
375,VIVO,'5511956847178,/ 357457043024460,5.1,0,40,3/2/2019,10.144.167.178,'89551080137013983837,3.747.879,2.5,5/8/2019 09:54,Ativo
376,VIVO,'5511956847042,/ 355126078105730,5.1,0,40,8/2/2019,10.146.22.150,'89551080137013983829,3.807.772,1.92,5/8/2019 21:00,Ativo
377,VIVO,'5511956846824,,5.1,0,40,18/3/2019,10.145.53.91,'89551080137013983811,40,0,16/1/2019 17:38,Ativo
378,VIVO,'5511956846741,/ 864893031977540,5.1,0,40,9/2/2019,10.146.98.215,'89551080137013983803,3.782.943,2.15,5/8/2019 16:06,Ativo
379,VIVO,'5511956846668,/ 393918066503010,5.1,0,40,5/2/2019,10.144.206.118,'89551080137013983795,3.893.509,1.07,5/8/2019 21:17,Ativo
380,VIVO,'5511956846616,/ 864893031979050,5.1,0,40,9/2/2019,10.145.255.20,'89551080137013983787,3.774.907,2.23,5/8/2019 14:25,Ativo
381,VIVO,'5511956846543,/ 864893031833520,5.1,0,40,9/2/2019,10.146.253.109,'89551080137013983779,3.748.344,2.5,5/8/2019 20:37,Ativo
382,VIVO,'5511956846536,/ 864180031686120,5.1,0,40,6/2/2019,10.146.64.174,'89551080137013983761,3.993.811,0.06,5/8/2019 13:47,Ativo
383,VIVO,'5511956846484,/ 864893031837510,5.1,0,40,9/2/2019,10.146.245.200,'89551080137013983753,3.763.017,2.35,5/8/2019 17:39,Ativo
384,VIVO,'5511956846449,/ 864893031833370,5.1,0,40,9/2/2019,10.144.231.30,'89551080137013983746,3.760.835,2.37,5/8/2019 15:25,Ativo
385,VIVO,'5511956846422,/ 864893031552610,5.1,0,40,18/3/2019,10.146.156.80,'89551080137013983738,3.736.128,2.62,5/8/2019 17:33,Ativo
386,VIVO,'5511956846237,/ 864893031979110,5.1,0,40,9/2/2019,10.146.157.58,'89551080137013983720,3.769.229,2.29,5/8/2019 17:03,Ativo
387,VIVO,'5511956846181,/ 357207050033470,5.1,0,40,5/2/2019,10.146.223.107,'89551080137013983712,3.973.359,0.27,5/8/2019 21:18,Ativo
388,VIVO,'5511956828114,/ 864893031717540,5.1,0,40,14/2/2019,10.144.115.213,'89551080137014062748,3.803.357,1.95,5/8/2019 21:20,Ativo
389,VIVO,'5511956595838,/ 864893034936380,5.1,0,40,8/3/2019,10.145.99.186,'89551080137011329892,3.994.171,0.06,5/8/2019 16:19,Ativo
390,VIVO,'5511956490692,/ 864893031719410,5.1,0,40,14/3/2019,10.145.123.188,'89551080137011329884,3.800.781,1.97,5/8/2019 21:25,Ativo
391,VIVO,'5511956409546,/ 864893031314140,5.1,0,40,14/3/2019,10.144.181.248,'89551080137011329876,3.855.276,1.44,5/8/2019 18:36,Ativo
392,VIVO,'5511956074845,,5.1,0,40,10/4/2019,10.145.111.139,'89551080137011329868,40,0,15/2/2019 21:57,Ativo
393,VIVO,'5511956051715,/ 355126074387290,5.1,0,40,14/3/2019,10.146.23.96,'89551080137011329850,3.794.475,2.06,5/8/2019 21:00,Ativo
394,VIVO,'5511956051396,/ 355126077055500,5.1,0,40,1/2/2019,10.145.216.111,'89551080237003277149,3.799.146,2.01,5/8/2019 21:01,Ativo
395,VIVO,'5511956046243,/ 864893031313720,5.1,0,40,29/3/2019,10.146.11.62,'89551080137011329843,3.831.715,1.66,5/8/2019 21:18,Ativo
396,VIVO,'5511956022758,/ 864893031717590,5.1,0,40,22/3/2019,10.145.225.218,'89551080137011329835,3.868.481,1.29,5/8/2019 20:40,Ativo
397,VIVO,'5511956021827,/ 864893031719450,5.1,0,40,19/3/2019,10.146.149.43,'89551080137011329827,38.492,1.5,5/8/2019 18:13,Ativo
398,VIVO,'5511956005936,/ 864893031717650,5.1,0,40,28/3/2019,10.146.244.95,'89551080137011329819,3.847.146,1.51,5/8/2019 20:42,Ativo
399,VIVO,'5511955806215,/ 864893031719340,5.1,0,40,16/3/2019,10.146.122.122,'89551080137011329801,3.937.785,0.62,5/8/2019 17:25,Ativo
400,VIVO,'5511955693876,/ 864893031313960,5.1,0,40,19/3/2019,10.146.77.100,'89551080137011329793,3.918.279,0.81,5/8/2019 18:31,Ativo
401,VIVO,'5511955693695,/ 864893031716000,5.1,0,40,22/2/2019,10.145.158.239,'89551080137011329785,3.861.784,1.36,5/8/2019 20:06,Ativo
402,VIVO,'5511955573645,/ 864893031717080,5.1,0,40,22/2/2019,10.144.82.238,'89551080137011329777,3.854.782,1.43,5/8/2019 16:18,Ativo
403,VIVO,'5511955407928,/ 864893031716640,5.1,0,40,22/2/2019,10.145.17.7,'89551080137011329769,3.899.382,1.01,5/8/2019 20:52,Ativo
404,VIVO,'5511955201925,/ 355126070552420,5.1,0,40,7/3/2019,10.145.90.44,'89551080137011329751,3.799.418,2.01,5/8/2019 21:00,Ativo
405,VIVO,'5511954737361,,5.1,0,40,10/4/2019,10.146.13.26,'89551080137011329744,40,0,15/2/2019 22:00,Ativo
406,VIVO,'5511953223233,,5.1,0,40,10/4/2019,10.146.223.199,'89551080137011329736,40,0,15/2/2019 21:38,Ativo
407,VIVO,'5511953208571,/ 355126072724840,5.1,0,40,9/3/2019,10.144.211.135,'89551080137011329728,3.886.825,1.13,5/8/2019 21:00,Ativo
408,VIVO,'5511953172099,,5.1,0,40,10/4/2019,10.145.176.194,'89551080137011329710,40,0,15/2/2019 21:25,Ativo
409,VIVO,'5511953137318,/ 864893031327300,5.1,0,40,3/4/2019,10.146.15.35,'89551080137011329702,3.762.118,2.36,5/8/2019 17:26,Ativo
410,VIVO,'5511953110239,/ 864893031325610,5.1,0,40,28/2/2019,10.146.218.189,'89551080137011329694,3.819.093,1.79,5/8/2019 21:04,Ativo
411,VIVO,'5511953104255,/ 864893031718070,5.1,0,40,18/2/2019,10.146.194.230,'89551080137011329686,3.557.057,4.42,5/8/2019 14:25,Ativo
412,VIVO,'5511953067497,/ 864893031325520,5.1,0,40,18/2/2019,10.145.135.61,'89551080137011329678,3.862.391,1.35,5/8/2019 17:38,Ativo
413,VIVO,'5511953063355,/ 864893031325250,5.1,0,40,22/2/2019,10.146.99.171,'89551080137011329660,3.526.713,4.73,5/8/2019 16:56,Ativo
414,VIVO,'5511953058144,/ 864893031716890,5.1,0,40,18/2/2019,10.145.251.246,'89551080137011329652,3.845.327,1.52,5/8/2019 14:49,Ativo
415,VIVO,'5511953046317,/ 864180033787170,5.1,0,40,22/2/2019,10.146.85.170,'89551080137011329645,3.832.984,1.65,5/8/2019 16:35,Ativo
416,VIVO,'5511953044128,/ 864893031311760,5.1,0,40,27/2/2019,10.145.117.254,'89551080137011329637,3.848.482,1.51,5/8/2019 13:45,Ativo
417,VIVO,'5511953017024,/ 864893031325350,5.1,0,40,22/2/2019,10.146.165.37,'89551080137011329629,3.835.483,1.62,5/8/2019 21:14,Ativo
418,VIVO,'5511950878756,/ 864893031716440,5.1,0,40,22/2/2019,10.146.153.35,'89551080137011329611,3.855.226,1.42,5/8/2019 17:50,Ativo
419,VIVO,'5511950877445,/ 864893031716240,5.1,0,40,22/2/2019,10.145.12.127,'89551080137011329603,3.792.304,2.05,5/8/2019 20:57,Ativo
420,VIVO,'5511950761708,/ 864893031715640,5.1,0,40,21/2/2019,10.145.124.238,'89551080137011329595,382.911,1.69,5/8/2019 17:34,Ativo
421,VIVO,'5511950679170,/ 355126079229160,5.1,0,40,25/3/2019,10.144.205.61,'89551080137011329587,40,0,9/4/2019 13:59,Ativo
422,VIVO,'5511950635049,/ 355126077028800,5.1,0,40,26/3/2019,10.146.6.168,'89551080137011329579,3.803.358,1.97,5/8/2019 21:00,Ativo
423,VIVO,'5511950555811,/ 864893031313780,5.1,0,40,28/3/2019,10.144.224.31,'89551080137011329561,3.856.156,1.42,5/8/2019 18:07,Ativo
424,VIVO,'5511950487141,/ 864893031717400,5.1,0,40,14/3/2019,10.145.221.152,'89551080137011329553,3.854.772,1.43,5/8/2019 18:44,Ativo
425,VIVO,'5511950470502,/ 864893031715150,5.1,0,40,15/3/2019,10.145.235.237,'89551080137011329546,3.876.095,1.22,5/8/2019 21:26,Ativo
426,VIVO,'5511950443607,/ 864893031734190,5.1,0,40,19/3/2019,10.144.226.243,'89551080137011329538,3.860.478,1.37,5/8/2019 18:17,Ativo
427,VIVO,'5511950305679,/ 864893031715320,5.1,0,40,10/4/2019,10.146.166.41,'89551080137011329520,3.848.587,1.49,5/8/2019 21:27,Ativo
428,VIVO,'5511950282126,/ 864893031719440,5.1,0,40,18/3/2019,10.145.41.145,'89551080137011329512,380.129,1.97,5/8/2019 16:00,Ativo
429,VIVO,'5511950214948,/ 864893031719310,5.1,0,40,18/3/2019,10.145.35.254,'89551080137011329504,3.912.659,0.86,4/8/2019 07:18,Ativo
